persona_id,condition,trial,accuracy,log_likelihood
2,partial,45,0.7,-0.6922318612978019
2,standard,46,0.72,-0.6917555259739337
2,projected,46,0.74,-0.6928421227846501
2,slider,46,0.78,-0.6925564077446613
2,partial,46,0.74,-0.6921550880260738
2,standard,47,0.72,-0.6917061080680007
2,projected,47,0.74,-0.6928356367144847
2,slider,47,0.76,-0.6925436659038572
2,partial,47,0.72,-0.6921239237544141
2,standard,48,0.7,-0.6916553260409347
2,projected,48,0.74,-0.6928153010163334
2,slider,48,0.78,-0.6925207025097022
2,partial,48,0.72,-0.6920870089827218
2,standard,49,0.7,-0.691563816669097
2,projected,49,0.74,-0.6927923726702272
2,slider,49,0.76,-0.6924938038569662
2,partial,49,0.74,-0.6920277098714277
2,standard,50,0.7,-0.6914727170269005
2,projected,50,0.74,-0.6927844895286871
2,slider,50,0.76,-0.692483144200276
2,partial,50,0.72,-0.691976627312443
1,standard,0,0.42,-0.6931471803599452
1,projected,0,0.42,-0.6931471803599452
1,slider,0,0.42,-0.6931471803599452
1,partial,0,0.42,-0.6931471803599452
1,standard,1,0.62,-0.6931183964969382
1,projected,1,0.7,-0.6930920888891451
1,slider,1,0.68,-0.693109054250863
1,partial,1,0.64,-0.6931137155069859
1,standard,2,0.62,-0.6930656096429141
1,projected,2,0.82,-0.6930243796570789
1,slider,2,0.8,-0.6930340100484371
1,partial,2,0.7,-0.6930497906656905
1,standard,3,0.64,-0.6930478207407842
1,projected,3,0.82,-0.6930172737837661
1,slider,3,0.78,-0.6930082885730396
1,partial,3,0.68,-0.6930280185832465
1,standard,4,0.6,-0.6929870888720775
1,projected,4,0.84,-0.6929900425778963
1,slider,4,0.78,-0.6929769884903333
1,partial,4,0.68,-0.6929820086063881
1,standard,5,0.64,-0.6929732629056253
1,projected,5,0.82,-0.6930075724459205
1,slider,5,0.8,-0.6929978680229242
1,partial,5,0.66,-0.692985480393302
1,standard,6,0.66,-0.6930138314410266
1,projected,6,0.84,-0.6930074120969459
1,slider,6,0.8,-0.6929797669721249
1,partial,6,0.74,-0.6929966861632764
1,standard,7,0.62,-0.6929769165580492
1,projected,7,0.82,-0.692996320636706
1,slider,7,0.8,-0.6929412242463736
1,partial,7,0.68,-0.6929589367717057
1,standard,8,0.68,-0.6928554450920471
1,projected,8,0.82,-0.6929349930797335
1,slider,8,0.82,-0.6928895980257382
1,partial,8,0.78,-0.6928723878563957
1,standard,9,0.62,-0.6928536827344289
1,projected,9,0.8,-0.6929656902179618
1,slider,9,0.8,-0.6929002858425364
1,partial,9,0.78,-0.6928768367818072
1,standard,10,0.7,-0.6927617403710777
1,projected,10,0.78,-0.6929144342864777
1,slider,10,0.78,-0.6928434040948314
1,partial,10,0.8,-0.692802411366456
1,standard,11,0.74,-0.6928128065153988
1,projected,11,0.82,-0.6929133290649748
1,slider,11,0.84,-0.6928355014542967
1,partial,11,0.8,-0.6928239926562593
1,standard,12,0.7,-0.6927492362302268
1,projected,12,0.82,-0.6929058964607394
1,slider,12,0.84,-0.6928177456976604
1,partial,12,0.78,-0.6927833080909429
1,standard,13,0.7,-0.6926759485716738
1,projected,13,0.82,-0.6928573332557099
1,slider,13,0.84,-0.692773338242315
1,partial,13,0.78,-0.6927245102116302
1,standard,14,0.66,-0.6927139580054884
1,projected,14,0.84,-0.692833927838976
1,slider,14,0.82,-0.6927384396944346
1,partial,14,0.76,-0.6927260315331661
1,standard,15,0.62,-0.6926630742414963
1,projected,15,0.84,-0.6928179863088348
1,slider,15,0.8,-0.6927271561048167
1,partial,15,0.74,-0.6926949067330943
