lambda,gamma,alpha,qualtrics_id,condition,domain,fold,n_test,test_acc_std,test_ll_std,test_acc_part,test_ll_part,test_acc_blend,test_ll_blend,delta_ll,delta_acc
0.001,0.0,0.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,2,4,1.0,-0.6907843678215682,1.0,-0.21861490695279548,1.0,-0.6907843678215682,0.0,0.0
0.001,0.0,0.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,3,4,0.75,-0.6922579415528716,0.5,-0.720503572622411,0.75,-0.6922579415528716,0.0,0.0
0.001,0.0,0.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,4,4,0.75,-0.6916794143622071,0.75,-0.46970867756183954,0.75,-0.6916794143622071,0.0,0.0
0.001,0.0,0.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,0,4,0.5,-0.6935653153634046,0.25,-1.0617924977694444,0.5,-0.6935653153634046,0.0,0.0
0.001,0.0,0.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,1,4,0.75,-0.6922413992091314,0.75,-0.5064718251873288,0.75,-0.6922413992091314,0.0,0.0
0.001,0.0,0.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,2,4,0.5,-0.6929267303893999,0.25,-1.9194795957131454,0.5,-0.6929267303893999,0.0,0.0
0.001,0.0,0.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,3,4,1.0,-0.6920532080201354,0.75,-0.6450429064967578,1.0,-0.6920532080201354,0.0,0.0
0.001,0.0,0.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,4,4,0.5,-0.692874388257928,0.5,-1.353891827470739,0.5,-0.692874388257928,0.0,0.0
0.001,0.0,0.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,0,4,0.5,-0.693771785100323,0.25,-2.1356109776389465,0.5,-0.693771785100323,0.0,0.0
0.001,0.0,0.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,1,4,1.0,-0.6920506137011905,0.5,-0.5665688221921564,1.0,-0.6920506137011905,0.0,0.0
0.001,0.0,0.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,2,4,0.75,-0.692272194395104,0.25,-1.1799501432080535,0.75,-0.692272194395104,0.0,0.0
0.001,0.0,0.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,3,4,0.25,-0.6935722697383494,0.25,-1.0695156430447026,0.25,-0.6935722697383494,0.0,0.0
0.001,0.0,0.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,4,4,0.5,-0.69288341392352,0.5,-0.9392823025415944,0.5,-0.69288341392352,0.0,0.0
0.001,0.0,0.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,0,4,0.5,-0.6919869228690966,0.5,-0.767326799014726,0.5,-0.6919869228690966,0.0,0.0
0.001,0.0,0.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,1,4,0.75,-0.6927850648558612,0.25,-0.7611199239489055,0.75,-0.6927850648558612,0.0,0.0
0.001,0.0,0.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,2,4,0.5,-0.6932548429514276,0.5,-1.6191657696219606,0.5,-0.6932548429514276,0.0,0.0
0.001,0.0,0.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,3,4,0.75,-0.6925621208023383,0.5,-0.6286801860974967,0.75,-0.6925621208023383,0.0,0.0
0.001,0.0,0.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,4,4,0.0,-0.694777709820397,0.0,-1.3778047736735515,0.0,-0.694777709820397,0.0,0.0
0.001,0.0,0.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,0,4,1.0,-0.6923263146045625,0.25,-1.6666381662820715,1.0,-0.6923263146045625,0.0,0.0
0.001,0.0,0.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,1,4,1.0,-0.691702529524409,0.75,-0.403121754196556,1.0,-0.691702529524409,0.0,0.0
0.001,0.0,0.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,2,4,0.75,-0.6924378717203983,0.5,-0.49044052492582046,0.75,-0.6924378717203983,0.0,0.0
0.001,0.0,0.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,3,4,1.0,-0.6922143155928429,1.0,-0.37884936904013145,1.0,-0.6922143155928429,0.0,0.0
0.001,0.0,0.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,4,4,0.5,-0.6935217086981267,0.25,-1.3615548135953823,0.5,-0.6935217086981267,0.0,0.0
0.001,0.0,0.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,0,5,0.4,-0.6933243109022651,0.4,-1.1203734947836594,0.4,-0.6933243109022651,0.0,0.0
0.001,0.0,0.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,1,5,0.4,-0.6935058840958112,0.2,-1.0722627654035486,0.4,-0.6935058840958112,0.0,0.0
0.001,0.0,0.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,2,5,0.4,-0.693025151606699,0.6,-0.7167366355031926,0.4,-0.693025151606699,0.0,0.0
0.001,0.0,0.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,3,5,0.4,-0.693228696324342,0.4,-1.0940744348201532,0.4,-0.693228696324342,0.0,0.0
0.001,0.0,0.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,0,4,0.0,-0.6941318405634145,0.5,-1.1043468967871024,0.0,-0.6941318405634145,0.0,0.0
0.001,0.0,0.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,1,4,0.75,-0.6930678237544948,0.25,-1.0518115131317392,0.75,-0.6930678237544948,0.0,0.0
0.001,0.0,0.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,2,4,0.25,-0.6935068931572397,0.25,-0.8991947001072611,0.25,-0.6935068931572397,0.0,0.0
0.001,0.0,0.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,3,4,0.25,-0.6936224990050501,0.5,-0.8487783928560444,0.25,-0.6936224990050501,0.0,0.0
0.001,0.0,0.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,4,4,0.75,-0.6930774068097307,0.75,-0.937057080605731,0.75,-0.6930774068097307,0.0,0.0
0.001,0.0,0.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,0,4,0.75,-0.691414093721901,1.0,-0.2238849649441087,0.75,-0.691414093721901,0.0,0.0
0.001,0.0,0.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,1,4,1.0,-0.6911231568843574,1.0,-0.16766188003673732,1.0,-0.6911231568843574,0.0,0.0
0.001,0.0,0.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,2,4,0.5,-0.6937110318112766,0.75,-0.6512770352053157,0.5,-0.6937110318112766,0.0,0.0
0.001,0.0,0.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,3,4,0.5,-0.6933484607438867,0.5,-0.7107208342419409,0.5,-0.6933484607438867,0.0,0.0
0.001,0.0,0.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,4,4,1.0,-0.691460935575063,0.75,-0.27088843448237937,1.0,-0.691460935575063,0.0,0.0
0.001,0.0,0.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,0,4,0.5,-0.6933461948959684,0.5,-0.663266994919137,0.5,-0.6933461948959684,0.0,0.0
0.001,0.0,0.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,1,4,0.5,-0.6933979723363053,0.5,-0.8025020255324575,0.5,-0.6933979723363053,0.0,0.0
0.001,0.0,0.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,2,4,0.5,-0.692723397096704,0.25,-1.0873079647591364,0.5,-0.692723397096704,0.0,0.0
0.001,0.0,0.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,3,4,0.75,-0.693106248193503,0.75,-0.5594467639697462,0.75,-0.693106248193503,0.0,0.0
0.001,0.0,0.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,4,4,0.25,-0.6938567634717323,0.25,-0.7014686780173367,0.25,-0.6938567634717323,0.0,0.0
0.001,0.0,0.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,0,4,0.75,-0.6919508583886247,0.5,-0.5094648050641797,0.75,-0.6919508583886247,0.0,0.0
0.001,0.0,0.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,1,4,0.5,-0.6920848654673555,0.75,-0.49902795560111357,0.5,-0.6920848654673555,0.0,0.0
0.001,0.0,0.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,2,4,0.75,-0.6926821806338346,0.75,-0.7401112413236167,0.75,-0.6926821806338346,0.0,0.0
0.001,0.0,0.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,3,4,0.5,-0.6925047484490472,0.5,-1.2320028822087599,0.5,-0.6925047484490472,0.0,0.0
0.001,0.0,0.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,4,4,0.5,-0.6936433799394314,0.5,-1.213070996646713,0.5,-0.6936433799394314,0.0,0.0
0.001,0.0,0.0,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,0,5,0.8,-0.6915098669160649,0.6,-0.9063703491286276,0.8,-0.6915098669160649,0.0,0.0
0.001,0.0,0.0,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,1,5,0.6,-0.690806185488559,0.6,-0.559498059665184,0.6,-0.690806185488559,0.0,0.0
0.001,0.0,0.0,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,2,5,0.8,-0.6908536245536288,1.0,-0.3053516963339741,0.8,-0.6908536245536288,0.0,0.0
0.001,0.0,0.0,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,3,5,0.8,-0.6915137653328134,0.6,-0.7410707923962521,0.8,-0.6915137653328134,0.0,0.0
0.001,0.0,0.0,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,0,4,0.75,-0.6925585495452946,0.5,-0.6361213773917791,0.75,-0.6925585495452946,0.0,0.0
0.001,0.0,0.0,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,1,4,0.5,-0.692981251064235,0.25,-0.8578263873039657,0.5,-0.692981251064235,0.0,0.0
0.001,0.0,0.0,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,2,4,0.25,-0.693020012554981,0.75,-0.5738737025294994,0.25,-0.693020012554981,0.0,0.0
0.001,0.0,0.0,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,3,4,1.0,-0.6923061806371242,1.0,-0.384912921742659,1.0,-0.6923061806371242,0.0,0.0
0.001,0.0,0.0,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,4,4,0.75,-0.6922461602262034,1.0,-0.3813249535729346,0.75,-0.6922461602262034,0.0,0.0
0.001,0.0,0.0,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,0,5,1.0,-0.690222392201228,1.0,-0.13659584425882715,1.0,-0.690222392201228,0.0,0.0
0.001,0.0,0.0,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,1,5,0.8,-0.6912457920133276,0.8,-0.35284908916437163,0.8,-0.6912457920133276,0.0,0.0
0.001,0.0,0.0,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,2,5,0.6,-0.6923603456842805,0.6,-0.7845003154430379,0.6,-0.6923603456842805,0.0,0.0
0.001,0.0,0.0,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,3,5,0.8,-0.6900271794005838,1.0,-0.14877505154284568,0.8,-0.6900271794005838,0.0,0.0
0.001,0.0,0.0,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,0,4,1.0,-0.6919280667454282,1.0,-0.2720958607656603,1.0,-0.6919280667454282,0.0,0.0
0.001,0.0,0.0,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,1,4,0.5,-0.6928210627175507,0.5,-0.6718967012974978,0.5,-0.6928210627175507,0.0,0.0
0.001,0.0,0.0,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,2,4,1.0,-0.6925045821357162,0.5,-0.6531121516289847,1.0,-0.6925045821357162,0.0,0.0
0.001,0.0,0.0,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,3,4,0.75,-0.6929586161800017,0.75,-1.1414473686408566,0.75,-0.6929586161800017,0.0,0.0
0.001,0.0,0.0,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,4,4,0.75,-0.6921518574026817,0.5,-0.6433568045323175,0.75,-0.6921518574026817,0.0,0.0
0.001,0.0,0.0,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,0,4,0.75,-0.692169622767719,0.75,-0.7153013804822685,0.75,-0.692169622767719,0.0,0.0
0.001,0.0,0.0,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,1,4,0.5,-0.6921245155651763,0.5,-0.6364069208864678,0.5,-0.6921245155651763,0.0,0.0
0.001,0.0,0.0,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,2,4,0.25,-0.6934837659178836,0.25,-1.0066742790253176,0.25,-0.6934837659178836,0.0,0.0
0.001,0.0,0.0,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,3,4,0.5,-0.6932357233524356,0.5,-0.9933020106356423,0.5,-0.6932357233524356,0.0,0.0
0.001,0.0,0.0,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,4,4,0.75,-0.6924225385240101,0.75,-0.5429185858907735,0.75,-0.6924225385240101,0.0,0.0
0.001,0.0,0.0,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,0,4,0.5,-0.6926941351033684,0.5,-0.7524986974546009,0.5,-0.6926941351033684,0.0,0.0
0.001,0.0,0.0,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,1,4,0.25,-0.6940710556215365,0.25,-1.0494981270750317,0.25,-0.6940710556215365,0.0,0.0
0.001,0.0,0.0,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,2,4,0.25,-0.6938039134381895,0.25,-1.5745149065548216,0.25,-0.6938039134381895,0.0,0.0
0.001,0.0,0.0,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,3,4,0.75,-0.6920861844549647,0.75,-0.6885839628657676,0.75,-0.6920861844549647,0.0,0.0
0.001,0.0,0.0,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,4,4,1.0,-0.6918386995488164,1.0,-0.1256093667559359,1.0,-0.6918386995488164,0.0,0.0
0.001,0.0,0.0,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,0,4,1.0,-0.6924009679036246,0.5,-0.684840782731365,1.0,-0.6924009679036246,0.0,0.0
0.001,0.0,0.0,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,1,4,1.0,-0.6914967585051052,1.0,-0.15190475040715198,1.0,-0.6914967585051052,0.0,0.0
0.001,0.0,0.0,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,2,4,0.5,-0.6916899171728221,0.75,-0.46394868668572653,0.5,-0.6916899171728221,0.0,0.0
0.001,0.0,0.0,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,3,4,0.5,-0.6925555829975424,0.75,-0.5829346927178704,0.5,-0.6925555829975424,0.0,0.0
0.001,0.0,0.0,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,4,4,0.5,-0.6934639971088424,0.5,-0.7550736890233675,0.5,-0.6934639971088424,0.0,0.0
0.001,0.0,0.0,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,0,4,0.75,-0.6918140257887567,0.75,-0.3135886475277664,0.75,-0.6918140257887567,0.0,0.0
0.001,0.0,0.0,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,1,4,0.75,-0.6912834457678454,0.5,-0.5550897303926319,0.75,-0.6912834457678454,0.0,0.0
0.001,0.0,0.0,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,2,4,1.0,-0.6919592595083794,1.0,-0.15305834757833364,1.0,-0.6919592595083794,0.0,0.0
0.001,0.0,0.0,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,3,4,0.5,-0.6923729489017025,0.5,-1.167908797552531,0.5,-0.6923729489017025,0.0,0.0
0.001,0.0,0.0,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,4,4,0.75,-0.6914575245591041,0.75,-0.40526672054526436,0.75,-0.6914575245591041,0.0,0.0
0.001,0.0,0.0,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,0,4,0.75,-0.6916294137246326,0.75,-0.5126278279059522,0.75,-0.6916294137246326,0.0,0.0
0.001,0.0,0.0,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,1,4,0.5,-0.6922729032778986,0.5,-0.7484529298973746,0.5,-0.6922729032778986,0.0,0.0
0.001,0.0,0.0,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,2,4,1.0,-0.6913990748711327,1.0,-0.174926323471916,1.0,-0.6913990748711327,0.0,0.0
0.001,0.0,0.0,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,3,4,0.75,-0.6917636640252386,0.75,-0.5597987455397602,0.75,-0.6917636640252386,0.0,0.0
0.001,0.0,0.0,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,4,4,0.75,-0.6918227014195795,0.75,-0.350956921776467,0.75,-0.6918227014195795,0.0,0.0
0.001,0.0,0.25,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,0,4,0.75,-0.6923275991814979,1.0,-0.27150529272736557,0.75,-0.6923275991814979,0.0,0.0
0.001,0.0,0.25,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,1,4,0.5,-0.692107728588651,0.5,-0.5179317312202335,0.5,-0.692107728588651,0.0,0.0
0.001,0.0,0.25,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,2,4,0.5,-0.6930055898490717,0.5,-0.7973513023702823,0.5,-0.6930055898490717,0.0,0.0
0.001,0.0,0.25,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,3,4,0.75,-0.6921698893625947,1.0,-0.35327942031836645,0.75,-0.6921698893625947,0.0,0.0
0.001,0.0,0.25,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,4,4,0.5,-0.6916124977152831,1.0,-0.17410684236192464,0.5,-0.6916124977152831,0.0,0.0
0.001,0.0,0.25,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,0,4,0.75,-0.6928161057074206,0.75,-0.9606138336915693,0.75,-0.6928161057074206,0.0,0.0
0.001,0.0,0.25,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,1,4,0.25,-0.6937101957354634,0.5,-0.6953082430676225,0.25,-0.6937101957354634,0.0,0.0
0.001,0.0,0.25,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,2,4,0.75,-0.6924772749383264,0.5,-1.0564638433456583,0.75,-0.6924772749383264,0.0,0.0
0.001,0.0,0.25,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,3,4,0.75,-0.692553249130433,0.5,-0.6805175847713112,0.75,-0.692553249130433,0.0,0.0
0.001,0.0,0.25,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,4,4,0.5,-0.6927715965415814,0.5,-0.6934761835906569,0.5,-0.6927715965415814,0.0,0.0
0.001,0.0,0.25,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,0,4,1.0,-0.6922145708976619,0.75,-0.3886311153684492,1.0,-0.6922145708976619,0.0,0.0
0.001,0.0,0.25,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,1,4,0.5,-0.6935194048429342,0.25,-1.6773124694916948,0.5,-0.6935194048429342,0.0,0.0
0.001,0.0,0.25,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,2,4,0.5,-0.6928434999593708,0.5,-1.076850726750991,0.5,-0.6928434999593708,0.0,0.0
0.001,0.0,0.25,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,3,4,0.5,-0.6925147737062834,0.75,-0.5989844962947617,0.5,-0.6925147737062834,0.0,0.0
0.001,0.0,0.25,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,4,4,0.75,-0.6922641213528324,1.0,-0.35714458540943067,0.75,-0.6922641213528324,0.0,0.0
0.001,0.0,0.25,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,0,4,0.75,-0.6928992813204569,0.25,-0.9392942983802013,0.75,-0.6928992813204569,0.0,0.0
0.001,0.0,0.25,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,1,4,0.75,-0.692487035620315,0.75,-0.719038779222907,0.75,-0.692487035620315,0.0,0.0
0.001,0.0,0.25,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,2,4,0.25,-0.6934830207785968,0.0,-1.5802450974796116,0.25,-0.6934830207785968,0.0,0.0
0.001,0.0,0.25,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,3,4,0.75,-0.6924371284265671,0.75,-0.7124402469316168,0.75,-0.6924371284265671,0.0,0.0
0.001,0.0,0.25,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,4,4,0.75,-0.691991702915315,0.75,-0.8054903334993766,0.75,-0.691991702915315,0.0,0.0
0.001,0.0,0.25,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,0,4,0.5,-0.6932046971065635,0.5,-5.749836673589962,0.5,-0.6932046971065635,0.0,0.0
0.001,0.0,0.25,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,1,4,0.75,-0.6933010362528886,0.0,-15.507947109211306,0.75,-0.6933010362528886,0.0,0.0
0.001,0.0,0.25,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,2,4,0.5,-0.6925393726246563,0.25,-11.760645639410617,0.5,-0.6925393726246563,0.0,0.0
0.001,0.0,0.25,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,3,4,0.25,-0.693672157233209,0.5,-11.51292490980885,0.25,-0.693672157233209,0.0,0.0
0.001,0.0,0.25,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,4,4,0.5,-0.6927479762012052,0.75,-5.885719237673234,0.5,-0.6927479762012052,0.0,0.0
0.001,0.0,0.25,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,0,4,0.5,-0.6916147042699178,0.75,-0.20395289072818884,0.5,-0.6916147042699178,0.0,0.0
0.001,0.0,0.25,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,1,4,1.0,-0.6899870586634695,0.25,-12.612907490720277,1.0,-0.6899870586634695,0.0,0.0
0.001,0.0,0.25,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,2,4,0.25,-0.6917238616310285,0.75,-0.3145024399324936,0.25,-0.6917238616310285,0.0,0.0
0.001,0.0,0.25,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,3,4,1.0,-0.6891156439819446,0.75,-2.187731318321459,1.0,-0.6891156439819446,0.0,0.0
0.001,0.0,0.25,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,4,4,0.75,-0.6902118746874193,1.0,-0.02011206386303033,0.75,-0.6902118746874193,0.0,0.0
0.001,0.0,0.25,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,0,4,0.75,-0.6923560192102111,1.0,-0.004432325945336895,0.75,-0.6923560192102111,0.0,0.0
0.001,0.0,0.25,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,1,4,0.5,-0.692708683905009,0.75,-0.7172019482947315,0.5,-0.692708683905009,0.0,0.0
0.001,0.0,0.25,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,2,4,0.5,-0.6938594465566419,0.25,-11.137074429694273,0.5,-0.6938594465566419,0.0,0.0
0.001,0.0,0.25,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,3,4,0.25,-0.693157141606494,0.5,-1.4601102146892317,0.25,-0.693157141606494,0.0,0.0
0.001,0.0,0.25,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,4,4,0.75,-0.6923894076906529,0.75,-4.961924430259259,0.75,-0.6923894076906529,0.0,0.0
0.001,0.0,0.25,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,0,5,0.6,-0.6920068818772697,0.6,-2.1793959030917893,0.6,-0.6920068818772697,0.0,0.0
0.001,0.0,0.25,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,1,5,0.8,-0.6917348847637751,0.4,-4.308116539846614,0.8,-0.6917348847637751,0.0,0.0
0.001,0.0,0.25,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,2,5,0.8,-0.6916545545853191,1.0,-0.11373449870618887,0.8,-0.6916545545853191,0.0,0.0
0.001,0.0,0.25,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,3,5,1.0,-0.6917046586626592,1.0,-0.0036553575216079735,1.0,-0.6917046586626592,0.0,0.0
0.001,0.0,0.25,R_5gbXjT8uFYXCo7E,inference_categories,dailydilemmas,0,4,0.25,-0.694026868559669,0.0,-1.5791449497421375,0.25,-0.694026868559669,0.0,0.0
0.001,0.0,0.25,R_5gbXjT8uFYXCo7E,inference_categories,dailydilemmas,1,4,0.5,-0.6930937564136729,0.25,-1.2164649250806587,0.5,-0.6930937564136729,0.0,0.0
0.001,0.0,0.25,R_5gbXjT8uFYXCo7E,inference_categories,dailydilemmas,2,4,0.5,-0.6928904338246693,0.5,-1.0347242288499001,0.5,-0.6928904338246693,0.0,0.0
0.001,0.0,0.25,R_5gbXjT8uFYXCo7E,inference_categories,dailydilemmas,3,4,0.75,-0.6928488703434292,0.75,-0.4822145472261131,0.75,-0.6928488703434292,0.0,0.0
0.001,0.0,0.25,R_5gbXjT8uFYXCo7E,inference_categories,dailydilemmas,4,4,0.75,-0.6923363356652761,0.25,-1.1894571077345086,0.75,-0.6923363356652761,0.0,0.0
0.001,0.0,0.25,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,0,4,0.5,-0.6928590408729023,0.5,-0.5820093519104363,0.5,-0.6928590408729023,0.0,0.0
0.001,0.0,0.25,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,1,4,0.25,-0.6940582712554482,0.0,-1.5593450594875768,0.25,-0.6940582712554482,0.0,0.0
0.001,0.0,0.25,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,2,4,0.25,-0.6938234561373877,0.5,-0.8911113424485514,0.25,-0.6938234561373877,0.0,0.0
0.001,0.0,0.25,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,3,4,0.5,-0.6930868562810306,0.25,-13.693276562120838,0.5,-0.6930868562810306,0.0,0.0
0.001,0.0,0.25,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,4,4,0.25,-0.6937483224132927,0.25,-11.845008703566958,0.25,-0.6937483224132927,0.0,0.0
0.001,0.0,0.25,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,0,4,0.25,-0.6936107817399355,0.5,-7.43029468271169,0.25,-0.6936107817399355,0.0,0.0
0.001,0.0,0.25,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,1,4,0.75,-0.6927597897553112,0.5,-11.420450225273614,0.75,-0.6927597897553112,0.0,0.0
0.001,0.0,0.25,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,2,4,0.5,-0.692882790314926,0.5,-11.517530498857251,0.5,-0.692882790314926,0.0,0.0
0.001,0.0,0.25,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,3,4,0.5,-0.6933126230141359,0.5,-5.207903878416369,0.5,-0.6933126230141359,0.0,0.0
0.001,0.0,0.25,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,4,4,0.5,-0.6933165620073277,0.25,-17.328728979837756,0.5,-0.6933165620073277,0.0,0.0
