persona_id,condition,trial,accuracy,log_likelihood
3,projected,30,0.58,-0.6929413072316359
3,slider,30,0.74,-0.6928363781366654
3,partial,30,0.66,-0.6927581475448454
3,standard,31,0.6,-0.6926479839539502
3,projected,31,0.64,-0.6929134328415267
3,slider,31,0.7,-0.6928056914612207
3,partial,31,0.7,-0.6927265132693501
3,standard,32,0.6,-0.6926612688110739
3,projected,32,0.6,-0.6929281822728472
3,slider,32,0.7,-0.6928278321843767
3,partial,32,0.62,-0.6927442199557078
3,standard,33,0.62,-0.6925933579648885
3,projected,33,0.62,-0.6929107603275914
3,slider,33,0.68,-0.6928117678181246
3,partial,33,0.68,-0.692702206626176
3,standard,34,0.68,-0.6926080497479115
3,projected,34,0.56,-0.6929104101991022
3,slider,34,0.68,-0.692810807093691
3,partial,34,0.62,-0.6927090714986646
3,standard,35,0.68,-0.6926358926728616
3,projected,35,0.6,-0.6928909794790928
3,slider,35,0.64,-0.692791250037166
3,partial,35,0.64,-0.6927131925118557
3,standard,36,0.64,-0.6925988056941108
3,projected,36,0.6,-0.6928521055940368
3,slider,36,0.66,-0.6927497442051803
3,partial,36,0.62,-0.6926739068149788
3,standard,37,0.62,-0.6925757396306333
3,projected,37,0.62,-0.6927934545243698
3,slider,37,0.68,-0.6926915205533419
3,partial,37,0.66,-0.6926332777006327
3,standard,38,0.64,-0.6925805120285571
3,projected,38,0.62,-0.6928253292093963
3,slider,38,0.64,-0.6927033051083272
3,partial,38,0.66,-0.6926415361576924
3,standard,39,0.64,-0.6925259398110173
3,projected,39,0.6,-0.6928046006337472
3,slider,39,0.66,-0.6926838702014813
3,partial,39,0.66,-0.6926045215397102
3,standard,40,0.56,-0.6925243087572561
3,projected,40,0.62,-0.6927846941352215
3,slider,40,0.72,-0.692658251101941
3,partial,40,0.66,-0.6925908794203451
3,standard,41,0.58,-0.692439264811295
3,projected,41,0.64,-0.6927649765358653
3,slider,41,0.76,-0.6926344598901514
3,partial,41,0.7,-0.6925364176789428
3,standard,42,0.58,-0.6923720245927777
3,projected,42,0.64,-0.6927540350240059
3,slider,42,0.76,-0.6926189685724445
3,partial,42,0.7,-0.692495059803455
3,standard,43,0.6,-0.6923741906390443
3,projected,43,0.66,-0.6927420743002347
3,slider,43,0.72,-0.6925934747853637
3,partial,43,0.72,-0.69248338050697
3,standard,44,0.6,-0.69229486404301
3,projected,44,0.68,-0.6927219909715328
3,slider,44,0.76,-0.6925725365363863
3,partial,44,0.76,-0.6924331847410194
